condition,action,log_cum_rewards_mean,highest_levels_mean,epi_probs_mean,recover_rate_mean,n,log_cum_rewards_ci_lo,log_cum_rewards_ci_hi,highest_levels_ci_lo,highest_levels_ci_hi,epi_probs_ci_lo,epi_probs_ci_hi,recover_rate_ci_lo,recover_rate_ci_hi
med,15,9.325469626625965,4.63,0.49604166666666666,0.5287916666666667,100,8.435769859264727,10.215169393987203,4.43568013041078,4.82431986958922,0.48942902981064057,0.5026543035226927,0.5233285759956148,0.5342547573377185
med,16,9.792918117030377,4.68,0.491375,0.526875,100,8.982428087439612,10.603408146621142,4.499716156457589,4.86028384354241,0.4849275532703084,0.4978224467296916,0.5201773324431964,0.5335726675568035
med,17,9.908047371680082,4.76,0.4892916666666667,0.531875,100,9.120447104424526,10.695647638935638,4.599675964485557,4.920324035514443,0.483112047793144,0.4954712855401894,0.5261244062303355,0.5376255937696645
med,18,10.368663893587424,4.83,0.48204166666666665,0.5360416666666666,100,9.687696438927427,11.049631348247422,4.69336682745986,4.96663317254014,0.4753386501526481,0.4887446831806852,0.5301659130793508,0.5419174202539825
med,19,10.735065069577058,4.86,0.4849583333333333,0.5362083333333333,100,10.154286979183757,11.315843159970358,4.735351944348186,4.984648055651815,0.47835944390231666,0.49155722276435,0.5298255335582679,0.5425911331083987
med,20,10.864166766149822,4.87,0.4890833333333333,0.53425,100,10.322512614899264,11.40582091740038,4.759775025286893,4.980224974713107,0.4825193643357586,0.49564730233090804,0.5284154313092604,0.5400845686907396
med,21,10.871337224585806,4.88,0.481625,0.5385416666666667,100,10.32917971718549,11.413494731986123,4.771103192207142,4.988896807792858,0.4751080876608176,0.48814191233918247,0.5316800415785693,0.5454032917547641
med,22,11.042037746995495,4.91,0.4849583333333333,0.5350416666666667,100,10.540678182964287,11.543397311026704,4.825985388476201,4.9940146115237996,0.4795065994505357,0.49041006721613095,0.5286132229747874,0.5414701103585461
med,23,11.056110691178189,4.95,0.47916666666666663,0.54225,100,10.55387472425093,11.558346658105448,4.891730337778965,5.008269662221036,0.4728642665751475,0.48546906675818574,0.5367062099230302,0.5477937900769698
med,24,11.300342641351758,4.96,0.48012499999999997,0.5497916666666667,100,10.90525993187584,11.695425350827676,4.912395840942246,5.007604159057754,0.4731605835255633,0.48708941647443665,0.5431282855844616,0.5564550477488718
med,25,11.300462134666953,4.98,0.48350000000000004,0.54625,100,10.90537688135366,11.695547387980245,4.952421762349288,5.007578237650713,0.4767586752260262,0.49024132477397386,0.5395411517545002,0.5529588482454998
med,26,11.429725202868893,4.99,0.4819583333333333,0.5430416666666666,100,11.103355383911879,11.756095021825907,4.970400000000001,5.0096,0.47564626151900596,0.4882704051476607,0.5367189309580807,0.5493644023752526
med,27,11.565823240416114,4.99,0.47775,0.54825,100,11.32959066418394,11.802055816648288,4.970400000000001,5.0096,0.4712092260383073,0.48429077396169273,0.5422272577566203,0.5542727422433797
med,28,11.579916422127157,5.0,0.47608333333333336,0.5563333333333333,100,11.34302285626628,11.816809987988034,5.0,5.0,0.4695741528097448,0.4825925138569219,0.5502523716721297,0.562414294994537
med,29,11.695354181705788,5.0,0.4755,0.547,100,11.635624400698601,11.755083962712975,5.0,5.0,0.46961862530098886,0.4813813746990111,0.5410448627841787,0.5529551372158213
med,30,11.71621946149546,5.0,0.4719583333333333,0.555625,100,11.654434814323652,11.778004108667266,5.0,5.0,0.46622007696338713,0.4776965897032795,0.5498638723907584,0.5613861276092417
