condition,action,log_cum_rewards_mean,highest_levels_mean,epi_probs_mean,recover_rate_mean,n,log_cum_rewards_ci_lo,log_cum_rewards_ci_hi,highest_levels_ci_lo,highest_levels_ci_hi,epi_probs_ci_lo,epi_probs_ci_hi,recover_rate_ci_lo,recover_rate_ci_hi
med,7,2.035267733862864,1.5,0.17298611111111112,0.7195138888888889,60,1.2850201662060452,2.7855153015196827,1.1005953583186467,1.8994046416813533,0.11996386180278024,0.226008360419442,0.6909866424411847,0.7480411353365931
med,8,2.81927989858009,1.7333333333333334,0.16604166666666667,0.7196527777777778,60,1.9291150855416233,3.7094447116185574,1.3196041261532954,2.1470625405133714,0.1168445003749039,0.21523883295842944,0.6947159702953688,0.7445895852601868
med,9,3.4194520749545307,1.9,0.16034722222222222,0.745625,60,2.4857840544874152,4.353120095421646,1.4637160516179637,2.336283948382036,0.11791531108899762,0.20277913335544684,0.7237232081207143,0.7675267918792856
med,10,3.785210484919882,2.1333333333333333,0.1523611111111111,0.7551388888888888,60,2.7767947543564846,4.79362621548328,1.7026403254456797,2.564026341220987,0.11005598805977884,0.19466623416244339,0.7290527708968666,0.781225006880911
med,11,4.204519114635041,2.35,0.15375,0.7441666666666666,60,3.2029101578844794,5.206128071385603,1.8987380406768113,2.801261959323189,0.11331229037133095,0.19418770962866905,0.7228085911046281,0.7655247422287051
med,12,4.796245372572719,2.566666666666667,0.1423611111111111,0.7688888888888888,60,3.738300537974454,5.854190207170984,2.104611941836123,3.0287213914972106,0.11228890250958541,0.1724333197126368,0.7465425409415627,0.791235236836215
med,13,5.321626974147146,2.7333333333333334,0.12145833333333335,0.7761805555555555,60,4.230111918514096,6.413142029780197,2.256256673497937,3.2104099931687298,0.09639286543685416,0.14652380122981254,0.7571324908791395,0.7952286202319716
med,14,6.012341209481414,2.8,0.11118055555555556,0.7827083333333333,60,4.903612378306095,7.121070040656733,2.3162969580741075,3.283703041925892,0.08781614677215904,0.13454496433895208,0.7645124063692506,0.8009042602974161
med,15,6.230897842815518,2.933333333333333,0.12416666666666668,0.7777777777777778,60,5.126199210450757,7.33559647518028,2.44724309348007,3.419423573186596,0.09793690694529669,0.15039642638803666,0.7576172533257401,0.7979383022298154
med,16,6.825498122933159,3.0166666666666666,0.12222222222222222,0.7790277777777778,60,5.732617298877802,7.918378946988517,2.5359078580993497,3.4974254752339835,0.09752258569937547,0.14692185874506897,0.7620231100317821,0.7960324455237734
